# Weather station Nizhny Novgorod (airport), Russia, WMO_ID=27553,selection from 01.01.2021 till 31.12.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=27553&lang=en
#
"Local time in Nizhny Novgorod (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.08.2021 09:00";"26.2";"751.9";"758.6";"";"42";"variable wind direction";"1";"3";"3";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.3";"";"";"";"";"";"";
"20.08.2021 06:00";"18.0";"751.9";"758.8";"";"74";"variable wind direction";"1";"2";"5";"50%.";" ";"";"";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"No precipitation";"12";"";"";"";"";
"20.08.2021 03:00";"16.9";"751.6";"758.5";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"20.08.2021 00:00";"19.4";"751.4";"758.3";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"19.08.2021 21:00";"22.9";"751.1";"757.9";"";"53";"variable wind direction";"1";"2";"6";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
"19.08.2021 12:00";"32.8";"751.0";"757.6";"";"34";"Wind blowing from the south";"4";"6";"8";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.9";"";"";"";"";"";"";
"19.08.2021 09:00";"27.4";"751.8";"758.5";"";"54";"Wind blowing from the east-southeast";"2";"4";"5";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.3";"";"";"";"";"";"";
"19.08.2021 06:00";"20.2";"752.2";"759.1";"";"83";"variable wind direction";"1";"2";"3";"60%.";" ";"";"";"17.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.2";"No precipitation";"12";"";"";"";"";
"19.08.2021 03:00";"22.0";"752.3";"759.1";"";"69";"Wind blowing from the west-southwest";"2";"3";"6";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"19.08.2021 00:00";"20.1";"751.7";"758.6";"";"84";"Wind blowing from the south";"1";"1";"2";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"18.08.2021 21:00";"21.4";"752.1";"758.9";"";"79";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"18.08.2021 18:00";"30.6";"751.9";"758.5";"";"41";"variable wind direction";"1";"2";"5";"10%  or less, but not 0";" ";"";"";"";"32.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"No precipitation";"12";"";"";"";"";
"18.08.2021 15:00";"31.6";"752.7";"759.3";"";"38";"Wind blowing from the north-east";"2";"";"6";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.5";"";"";"";"";"";"";
"18.08.2021 12:00";"30.9";"753.6";"760.2";"";"39";"Wind blowing from the south-southeast";"2";"4";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.3";"";"";"";"";"";"";
"18.08.2021 09:00";"26.7";"754.0";"760.7";"";"60";"Wind blowing from the south-southeast";"2";"4";"4";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"18.08.2021 06:00";"18.3";"754.5";"761.4";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"No precipitation";"12";"";"";"";"";
"18.08.2021 03:00";"17.0";"754.5";"761.5";"";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"18.08.2021 00:00";"19.0";"754.6";"761.5";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.1";"";"";"";"";"";"";
"17.08.2021 21:00";"21.5";"754.6";"761.5";"";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.7";"";"";"";"";"";"";
"17.08.2021 18:00";"29.6";"754.5";"761.2";"";"42";"Wind blowing from the south";"3";"4";"5";"60%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"No precipitation";"12";"";"";"";"";
"17.08.2021 15:00";"31.7";"755.5";"762.1";"";"31";"Wind blowing from the south-east";"2";"3";"6";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"12.5";"";"";"";"";"";"";
"17.08.2021 12:00";"29.7";"756.0";"762.7";"";"39";"Wind blowing from the south-east";"3";"5";"6";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"14.3";"";"";"";"";"";"";
"17.08.2021 09:00";"24.5";"756.2";"763.0";"";"64";"Wind blowing from the south-southeast";"2";"3";"3";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.2";"";"";"";"";"";"";
"17.08.2021 06:00";"17.7";"755.9";"762.9";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"No precipitation";"12";"";"";"";"";
"17.08.2021 03:00";"17.0";"755.5";"762.5";"";"94";"Wind blowing from the south-southeast";"1";"";"1";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"17.08.2021 00:00";"17.6";"755.2";"762.2";"";"93";"Wind blowing from the north-northwest";"1";"";"2";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"";"";"";"";"";"";
"16.08.2021 21:00";"20.2";"754.9";"761.8";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"16.08.2021 18:00";"27.1";"754.4";"761.1";"";"48";"Wind blowing from the west-southwest";"2";"3";"6";"90  or more, but not 100%";" ";"";"";"";"29.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.1";"No precipitation";"12";"";"";"";"";
"16.08.2021 15:00";"28.8";"754.2";"760.9";"";"39";"Wind blowing from the west";"4";"5";"10";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.5";"";"";"";"";"";"";
"16.08.2021 12:00";"27.9";"754.7";"761.4";"";"39";"Wind blowing from the south-west";"5";"6";"9";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.7";"";"";"";"";"";"";
"16.08.2021 09:00";"23.4";"754.5";"761.3";"";"53";"Wind blowing from the south-southwest";"3";"5";"6";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"";"";"";"";
"16.08.2021 06:00";"16.6";"754.1";"761.1";"";"74";"Wind blowing from the south";"3";"4";"4";"40%.";" ";"";"";"13.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"No precipitation";"12";"";"";"";"";
"16.08.2021 03:00";"14.0";"754.2";"761.2";"";"84";"Wind blowing from the south-southeast";"1";"2";"4";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"16.08.2021 00:00";"14.7";"754.0";"761.0";"";"82";"Wind blowing from the south-southeast";"1";"1";"2";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.7";"";"";"";"";"";"";
"15.08.2021 21:00";"16.3";"754.2";"761.2";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.0";"";"";"";"";"";"";
"15.08.2021 18:00";"25.7";"754.4";"761.2";"";"36";"Wind blowing from the west";"2";"3";"8";"60%.";" ";"";"";"";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.5";"No precipitation";"12";"";"";"";"";
"15.08.2021 15:00";"26.3";"755.3";"762.1";"";"31";"Wind blowing from the south-southwest";"3";"5";"8";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.8";"";"";"";"";"";"";
"15.08.2021 12:00";"25.1";"756.5";"763.3";"";"42";"Wind blowing from the south";"3";"6";"6";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"15.08.2021 09:00";"21.7";"757.5";"764.4";"";"57";"Wind blowing from the south";"3";"4";"5";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.8";"";"";"";"";"";"";
"15.08.2021 06:00";"15.0";"757.8";"764.8";"";"81";"Wind blowing from the south-southeast";"1";"2";"4";"no clouds";" ";"";"";"12.2";"";"";"";"";"";"";"10.0";"11.8";"No precipitation";"12";"";"";"";"";
"15.08.2021 03:00";"12.8";"757.8";"764.9";"";"95";"Wind blowing from the south-southeast";"2";"2";"3";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.0";"";"";"";"";"";"";
"15.08.2021 00:00";"14.5";"757.7";"764.8";"";"89";"Wind blowing from the south-southeast";"2";"2";"2";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.7";"";"";"";"";"";"";
"14.08.2021 21:00";"15.8";"758.0";"765.0";"";"86";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.5";"";"";"";"";"";"";
"14.08.2021 18:00";"23.0";"757.9";"764.8";"";"52";"Wind blowing from the south-west";"3";"4";"6";"40%.";" ";"";"";"";"24.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.6";"No precipitation";"12";"";"";"";"";
"14.08.2021 15:00";"23.2";"758.6";"765.5";"";"56";"variable wind direction";"2";"4";"5";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.9";"";"";"";"";"";"";
"14.08.2021 12:00";"20.7";"758.8";"765.7";"";"67";"Wind blowing from the west-southwest";"3";"4";"4";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.4";"";"";"";"";"";"";
"14.08.2021 09:00";"18.7";"758.4";"765.4";"";"77";"variable wind direction";"1";"3";"3";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.6";"";"";"";"";"";"";
"14.08.2021 06:00";"15.1";"757.8";"764.8";"";"94";"Wind blowing from the west";"1";"2";"4";"70 – 80%.";" ";"";"";"14.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.1";"No precipitation";"12";"";"";"";"";
"14.08.2021 03:00";"16.4";"756.6";"763.6";"";"86";"Wind blowing from the west-southwest";"2";"4";"4";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.1";"";"";"";"";"";"";
"14.08.2021 00:00";"16.3";"755.8";"762.8";"";"86";"Wind blowing from the south-west";"2";"2";"5";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.0";"";"";"";"";"";"";
"13.08.2021 21:00";"18.3";"755.7";"762.6";"";"74";"Wind blowing from the west-southwest";"2";"4";"8";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"13.6";"";"";"";"";"";"";
"13.08.2021 18:00";"22.4";"754.7";"761.5";"";"60";"Wind blowing from the west";"4";"7";"10";"90  or more, but not 100%";" ";"";"";"";"25.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"14.3";"5.0";"12";"";"";"";"";
"13.08.2021 15:00";"24.8";"753.6";"760.4";"";"63";"Wind blowing from the south-west";"4";"7";"9";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"17.3";"";"";"";"";"";"";
"13.08.2021 12:00";"22.8";"753.1";"759.9";"";"77";"Wind blowing from the south-west";"5";"7";"7";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"18.6";"";"";"";"";"";"";
"13.08.2021 03:00";"18.7";"751.1";"758.0";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.4";"";"";"";"";"";"";
"13.08.2021 00:00";"23.4";"751.7";"758.5";"";"71";"Wind blowing from the west";"4";"12";"12";"70 – 80%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.8";"";"";"";"";"";"";
"12.08.2021 21:00";"25.1";"751.2";"757.9";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"12.08.2021 15:00";"31.9";"751.1";"757.7";"";"35";"Wind blowing from the south-east";"5";"10";"11";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.5";"";"";"";"";"";"";
"12.08.2021 12:00";"30.8";"752.0";"758.6";"";"36";"Wind blowing from the south-east";"5";"9";"11";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.0";"";"";"";"";"";"";
"12.08.2021 09:00";"24.0";"753.2";"760.0";"";"53";"Wind blowing from the east-southeast";"4";"";"8";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"12.08.2021 06:00";"21.4";"754.0";"760.9";"";"57";"Wind blowing from the east-southeast";"4";"";"8";"70 – 80%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"Trace of precipitation";"12";"";"";"";"";
"12.08.2021 03:00";"22.4";"754.4";"761.2";"";"60";"Wind blowing from the south-east";"4";"";"8";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.3";"";"";"";"";"";"";
"12.08.2021 00:00";"24.0";"754.3";"761.1";"";"63";"Wind blowing from the south-east";"5";"8";"9";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"11.08.2021 21:00";"21.5";"754.9";"761.8";"";"85";"variable wind direction";"1";"3";"6";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"11.08.2021 18:00";"22.0";"755.0";"761.8";"";"92";"Wind blowing from the north";"4";"6";"14";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"0.6";"12";"";"";"";"";
"11.08.2021 15:00";"30.1";"754.5";"761.2";"";"42";"Wind blowing from the south-southeast";"2";"3";"7";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.8";"";"";"";"";"";"";
"11.08.2021 12:00";"30.8";"755.2";"761.8";"";"40";"Wind blowing from the south-southeast";"3";"6";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.6";"";"";"";"";"";"";
